root,group,run,cell_idx,design,depth,modes,pnr_max,target_alpha,target_beta,exp_stored,exp_lo,exp_hi,herald_norm,herald_norm_lo,prob,logP,herald_prob_full,active_modes,max_pnr,total_photons,fired_modes,fp_budget,indep_fidelity,wigner_negvol,gs_eig,gaussian_limit,vs_gs,vs_gaussian,scorer_backend,moment_fast,is_artifact,artifact_reason,target_source,n_skipped_cells
experiments,0_c30_a1p00_b1p41,20260226-122845_p64_i2500,501,0,3,3,15,(1+0j),(1+1j),1.0772408747435138,1.0797019642343106,1.077204036257689,0.9999996640998979,0.9986639503543623,0.9999984768305817,-6.615045771462084e-07,0.9999988100154596,2,0,0,0,1,1.0,,0.10515430190994114,1.0,0.9720497343477478,0.0772040362576889,breeding_fock,False,False,,alpha=config+beta=config,73
experiments,0_c30_a1p00_b1p41,20260226-122845_p64_i2500,502,0,3,3,15,(1+0j),(1+1j),1.0772363454175935,1.0796995688988582,1.0771994212719422,0.9999996630231827,0.9986619023397092,0.9999986597029985,-5.820839819436757e-07,0.9999989965470586,2,0,0,0,1,,,0.10515430190994114,1.0,0.9720451193620011,0.07719942127194224,breeding_fock,False,False,,alpha=config+beta=config,73
experiments,0_c30_a1p00_b1p41,20260226-122845_p64_i2500,503,0,3,3,15,(1+0j),(1+1j),1.0774463000985783,1.079855638663852,1.0774104767303037,0.9999996781626959,0.9986909570579757,0.9999981864561412,-7.876128047313506e-07,0.9999984791606014,2,0,0,0,1,,,0.10515430190994114,1.0,0.9722561748203625,0.07741047673030366,breeding_fock,False,False,,alpha=config+beta=config,73
experiments,0_c30_a1p00_b1p41,20260226-122845_p64_i2500,1054,0,3,3,15,(1+0j),(1+1j),1.0482863735232282,1.0480279517988467,1.0482863964690572,0.9999999999990361,0.999952565877955,0.021678719038585276,-1.6639663831534615,0.02212847011021374,4,3,4,2,8,,,0.10515430190994114,1.0,0.9431320945591161,0.04828639646905719,breeding_fock,False,False,,alpha=config+beta=config,73
experiments,0_c30_a1p00_b1p41,20260226-122845_p64_i2500,1356,0,3,3,15,(1+0j),(1+1j),1.0754414665250447,1.1105276626515517,1.0713113734721909,0.9998337536700039,0.9490909401935381,0.013616094762198667,-1.8659474347450364,0.009372919399367519,5,8,14,2,63,,,0.10515430190994114,1.0,0.9661570715622497,0.07131137347219085,breeding_fock,False,True,l_truncation,alpha=config+beta=config,73
experiments,0_c30_a1p00_b1p41,20260226-122845_p64_i2500,1658,0,3,3,15,(1+0j),(1+1j),1.0600094879318225,1.0702645174272434,1.0593226107909852,0.9999798103655689,0.9892086430702346,0.0071682193892990175,-2.1445887111997424,0.0017567405019257196,6,12,14,2,39,,,0.10515430190994114,1.0,0.9541683088810441,0.05932261079098522,breeding_fock,False,False,,alpha=config+beta=config,73
experiments,0_c30_a1p00_b1p41,20260226-122845_p64_i2500,1662,0,3,3,15,(1+0j),(1+1j),1.0565829372112345,1.0709207227545208,1.0549213714194074,0.9999419719854947,1.0221570506935904,1.0877551671862295e-05,-4.963468844992142,1.3030043120208214e-11,6,13,41,4,15246,,,0.10515430190994114,1.0,0.9497670695094663,0.05492137141940745,breeding_fock,False,True,over_budget,alpha=config+beta=config,73
experiments,0_c30_a1p00_b1p41,20260226-125913_p64_i2500,500,0,3,3,15,(1+0j),(1+1j),1.0722380832471594,1.0755468168863784,1.0721712673506891,0.999999212648045,0.9979911197158289,0.9603883652187889,-0.017553109914349344,0.9603891239361979,2,0,0,0,1,0.9999999999999991,,0.10515430190994114,1.0,0.967016965440748,0.07217126735068913,breeding_fock,False,False,,alpha=config+beta=config,97
experiments,0_c30_a1p00_b1p41,20260226-125913_p64_i2500,501,0,3,3,15,(1+0j),(1+1j),1.0772408747435138,1.0797019642343106,1.077204036257689,0.9999996640998979,0.9986639503543623,0.9999984768305817,-6.615045771462084e-07,0.9999988100154596,2,0,0,0,1,1.0,,0.10515430190994114,1.0,0.9720497343477478,0.0772040362576889,breeding_fock,False,False,,alpha=config+beta=config,97
experiments,0_c30_a1p00_b1p41,20260226-125913_p64_i2500,502,0,3,3,15,(1+0j),(1+1j),1.0772363454175935,1.0796995688988582,1.0771994212719422,0.9999996630231827,0.9986619023397092,0.9999986597029985,-5.820839819436757e-07,0.9999989965470586,2,0,0,0,1,,,0.10515430190994114,1.0,0.9720451193620011,0.07719942127194224,breeding_fock,False,False,,alpha=config+beta=config,97
experiments,0_c30_a1p00_b1p41,20260226-125913_p64_i2500,503,0,3,3,15,(1+0j),(1+1j),1.0774463000985783,1.079855638663852,1.0774104767303037,0.9999996781626959,0.9986909570579757,0.9999981864561412,-7.876128047313506e-07,0.9999984791606014,2,0,0,0,1,,,0.10515430190994114,1.0,0.9722561748203625,0.07741047673030366,breeding_fock,False,False,,alpha=config+beta=config,97
experiments,0_c30_a1p00_b1p41,20260226-125913_p64_i2500,1054,0,3,3,15,(1+0j),(1+1j),1.0374505313084554,1.0368288345813301,1.037450674296167,0.9999999999897806,0.9998614580259835,0.001663437222977563,-2.7789935844728775,0.0012823764488667296,4,4,4,1,5,,,0.10515430190994114,1.0,0.932296372386226,0.03745067429616711,breeding_fock,False,False,,alpha=config+beta=config,97
experiments,0_c30_a1p00_b1p41,20260226-125913_p64_i2500,1150,0,3,3,15,(1+0j),(1+1j),1.0572272119456343,1.0643573449279289,1.0567984609733783,0.9999886844777357,0.9925974456602298,0.20566537175308416,-0.6868388250896322,0.20568286214654796,4,10,10,1,11,,,0.10515430190994114,1.0,0.9516441590634371,0.05679846097337826,breeding_fock,False,False,,alpha=config+beta=config,97
experiments,0_c30_a1p00_b1p41,20260226-125913_p64_i2500,1158,0,3,3,15,(1+0j),(1+1j),1.0669819322207745,1.0752516451514347,1.0662231331195469,0.9999732629614764,0.9870909998935591,0.06025962644170764,-1.2199735649097228,0.0614914384496746,4,12,14,2,39,,,0.10515430190994114,1.0,0.9610688312096057,0.06622313311954686,breeding_fock,False,False,,alpha=config+beta=config,97
experiments,0_c30_a1p00_b1p41,20260226-125913_p64_i2500,1405,0,3,3,15,(1+0j),(1+1j),1.0622334844850705,1.0724448337985997,1.0613412621324776,0.9999690501083426,0.9867429643461304,0.06033447037135387,-1.2194344952424403,0.03741942386497318,5,12,14,2,39,,,0.10515430190994114,1.0,0.9561869602225365,0.06134126213247759,breeding_fock,False,False,,alpha=config+beta=config,97
